rides_request,price,rides_accepted
2393,2.5,1584
4047,3.5,2327
2487,2.5,1449
3307,3,1897
3064,3,1819
4685,3.5,2746
3268,3,1952
2646,2.5,1828
1673,2,1397
2674,2.5,1859
4426,3.5,2674
1511,2,1217
3667,3,2251
4960,3.5,3097
2057,2.5,1258
3149,3,1925
2486,2.5,1483
2543,2.5,1741
4997,3.5,3191
2879,2.5,2077
3674,3,2396
4488,3.5,2330
2228,2.5,1458
4041,3.5,2291
2562,2.5,1664
3366,3,2041
4937,3.5,3085
4715,3.5,2873
1975,2,1646
3058,3,1832
2859,2.5,2007
3148,3,1902
2119,2.5,1398
2265,2.5,1510
3871,3,2569
4825,3.5,3004
2455,2.5,1647
3702,3,2424
3446,3,2116
3044,3,1812
2239,2.5,1459
2471,2.5,1673
1425,2,1161
2635,2.5,1801
3072,3,1767
2604,2.5,1685
2409,2.5,1586
2829,2.5,1842
3930,3,2503
4557,3.5,2781
2367,2.5,1530
1546,2,1285
2751,2.5,1917
4549,3.5,2753
3675,3,2049
4357,3.5,2548
2899,2.5,2002
1951,2,1497
3191,3,1860
2239,2.5,1403
4572,3.5,2703
1994,2,1575
1606,2,1220
3817,3,2342
1557,2,1219
1835,2,1527
2904,2.5,2013
3338,3,1986
4913,3.5,3103
4776,3.5,2991
3071,3,1736
1793,2,1368
3561,3,2117
2813,2.5,2010
1423,2,1113
4469,3.5,2679
2034,2.5,1318
2066,2.5,1262
4324,3.5,2542
3988,3,2670
3882,3,2580
4011,3.5,2262
3081,3,1819
1959,2,1631
1648,2,1299
4553,3.5,2790
2854,2.5,2061
4521,3.5,2718
3971,3,2517
3355,3,2086
3609,3,2338
4693,3.5,2864
1780,2,1501
3128,3,1695
4213,3.5,2476
4033,3.5,2266
3674,3,2393
4195,3.5,2434
4901,3.5,3073
2664,2.5,1882
3442,3,2010
2816,2.5,1841
2930,2.5,2114
3834,3,2512
2231,2.5,1470
3639,3,2332
2890,2.5,2083
4316,3.5,2523
4667,3.5,2736
4455,3.5,2698
4882,3.5,3058
1447,2,1149
2115,2.5,1267
3992,3,2629
2211,2.5,1467
2027,2.5,1273
3012,3,1769
2567,2.5,1635
4520,3.5,2754
2968,2.5,2059
3395,3,2057
1998,2,1599
4727,3.5,2913
4467,3.5,2618
4765,3.5,2842
4560,3.5,2785
2196,2.5,1415
4332,3.5,2332
2658,2.5,1877
3624,3,2255
3378,3,2103
1558,2,1282
4635,3.5,2842
2797,2.5,1997
3090,3,1846
4123,3.5,2319
3975,3,2653
4227,3.5,2451
3514,3,2252
3016,3,1797
3987,3,2443
1466,2,1107
4577,3.5,2585
4124,3.5,2363
2500,2.5,1668
4482,3.5,2588
2988,2.5,2119
4116,3.5,2366
4197,3.5,2456
3014,3,1487
4011,3.5,2262
4735,3.5,2809
2807,2.5,1989
3540,3,2110
3335,3,2063
4340,3.5,2585
2998,2.5,2131
2402,2.5,1657
3018,3,1648
4084,3.5,2319
3099,3,1801
2134,2.5,1361
4753,3.5,2970
2880,2.5,2025
4247,3.5,2513
3741,3,2404
4729,3.5,2816
3755,3,2435
2863,2.5,2071
3111,3,1757
3960,3,2446
4587,3.5,2744
4514,3.5,2686
4840,3.5,2996
2582,2.5,1772
3826,3,2526
1996,2,1675
4522,3.5,2701
2600,2.5,1820
4976,3.5,2826
1968,2,1592
4298,3.5,2530
4078,3.5,2320
2156,2.5,1122
3657,3,2285
1525,2,1241
2381,2.5,1633
1729,2,1449
2273,2.5,1218
3018,3,1693
4184,3.5,2441
3225,3,1916
4318,3.5,2538
1548,2,1182
2263,2.5,1521
4361,3.5,2601
3575,3,2311
2672,2.5,1824
3829,3,2511
2151,2.5,1403
2829,2.5,2013
4915,3.5,3051
1707,2,1434
4373,3.5,2592
3020,3,1786
3922,3,2579
3315,3,2044
4610,3.5,2817
4074,3.5,2328
2163,2.5,1381
4793,3.5,2977
2591,2.5,1524
2837,2.5,2021
1649,2,1353
4732,3.5,2896
2340,2.5,1546
4113,3.5,2361
2457,2.5,1699
2387,2.5,1637
3585,3,2278
3517,3,2123
3845,3,2506
3666,3,2183
1550,2,1266
2497,2.5,1694
4421,3.5,2664
4647,3.5,2766
1619,2,1236
2092,2.5,1351
4665,3.5,2884
3793,3,2493
4080,3.5,2362
2640,2.5,1844
1872,2,1480
4420,3.5,2485
2232,2.5,1435
2309,2.5,1556
3226,3,1981
3426,3,2134
3820,3,2410
4384,3.5,2575
1877,2,1532
2125,2.5,1346
4720,3.5,2859
1487,2,1177
1582,2,956
3440,3,2166
1465,2,1117
2130,2.5,1286
1857,2,1415
2383,2.5,1540
1975,2,1595
3509,3,2252
3391,3,2102
3984,3,2659
2565,2.5,1724
2193,2.5,1038
3486,3,2217
2700,2.5,1906
3135,3,1916
4227,3.5,2434
3841,3,2550
2853,2.5,2031
2414,2.5,1616
3981,3,2588
2435,2.5,1620
3643,3,2328
3269,3,1913
4927,3.5,3062
3826,3,2537
2785,2.5,1986
3577,3,2234
4961,3.5,2889
3868,3,2551
3059,3,1782
3146,3,1905
3921,3,2597
4031,3.5,2317
3167,3,1912
3388,3,2106
4897,3.5,3083
4220,3.5,2451
4383,3.5,2576
2884,2.5,2031
1502,2,1221
4482,3.5,2596
2539,2.5,1720
4142,3.5,2422
2699,2.5,1839
3303,3,2042
4567,3.5,2785
4258,3.5,2519
4216,3.5,2211
4864,3.5,2996
3051,3,1816
3675,3,2347
2991,2.5,2146
3842,3,2550
1999,2,1662
1481,2,1214
3945,3,2542
4279,3.5,2379
1885,2,1575
3087,3,1823
2243,2.5,1411
4406,3.5,2409
3874,3,2583
3669,3,2239
1729,2,1419
1636,2,1232
3886,3,2538
3315,3,2056
4893,3.5,3084
2138,2.5,1413
4625,3.5,2677
2170,2.5,1355
1721,2,1128
2482,2.5,1626
3193,3,1953
1565,2,1244
2627,2.5,1800
4068,3.5,2345
2286,2.5,1465
2779,2.5,1983
2489,2.5,1731
1527,2,1183
4270,3.5,2515
4727,3.5,2906
2560,2.5,1705
3340,3,1975
3621,3,2345
1779,2,1460
3653,3,2231
1450,2,1106
2824,2.5,1981
1664,2,1339
4553,3.5,2782
3327,3,2072
3554,3,2270
4063,3.5,2342
4963,3.5,2961
3464,3,2089
4510,3.5,2704
3640,3,2343
4441,3.5,2643
1779,2,1453
1494,2,1004
2399,2.5,1646
2132,2.5,1401
1760,2,1466
4764,3.5,2964
4255,3.5,2517
1471,2,1076
3685,3,2243
3209,3,1951
1667,2,1374
2102,2.5,1355
3435,3,1622
2933,2.5,2063
2094,2.5,1360
1975,2,1652
1862,2,1529
3090,3,1827
2313,2.5,1552
3321,3,2065
3723,3,2380
4364,3.5,2545
1623,2,1179
4474,3.5,2597
4970,3.5,3046
4255,3.5,2497
2705,2.5,1884
2131,2.5,1242
4658,3.5,2834
4337,3.5,2566
4828,3.5,2976
3365,3,2103
1591,2,1243
4607,3.5,2620
2818,2.5,2006
2715,2.5,1940
4867,3.5,3003
3967,3,2640
3593,3,1878
3407,3,2052
2893,2.5,2067
2884,2.5,2037
3463,3,2112
3426,3,1865
3026,3,1818
3323,3,2065
3003,3,1762
4969,3.5,3017
2125,2.5,1397
4001,3.5,2270
2343,2.5,1191
3936,3,2281
4876,3.5,3005
1579,2,1166
3626,3,2152
4182,3.5,2386
3442,3,2170
3785,3,2466
3682,3,2280
2249,2.5,1388
2338,2.5,1541
1719,2,1261
3677,3,2354
3448,3,2070
4730,3.5,2938
2051,2.5,1316
4295,3.5,2555
4142,3.5,2408
3414,3,2150
3798,3,2414
2888,2.5,2072
3725,3,2404
4906,3.5,2876
2227,2.5,1040
3573,3,2307
2126,2.5,1389
1821,2,1517
4821,3.5,2980
3009,3,1790
3111,3,1826
3558,3,2027
3784,3,2486
3368,3,2093
3546,3,1904
3078,3,1856
2737,2.5,1951
4553,3.5,2728
3902,3,2538
2962,2.5,2147
3551,3,2225
3051,3,1463
4909,3.5,3092
3169,3,1844
4219,3.5,2425
3783,3,2441
4767,3.5,2808
2457,2.5,1669
4584,3.5,2716
2908,2.5,2067
2439,2.5,1651
3681,3,2396
3819,3,2511
2831,2.5,2017
2457,2.5,1674
3354,3,2049
3213,3,1935
2597,2.5,1797
4891,3.5,3036
2910,2.5,2039
3937,3,2471
3620,3,2281
4027,3.5,2222
1578,2,1265
3935,3,2571
2378,2.5,1531
1419,2,1160
4144,3.5,2355
4724,3.5,2908
3427,3,2161
2850,2.5,1916
1563,2,1254
1606,2,1288
3098,3,1830
4304,3.5,2449
1867,2,1548
3042,3,1745
1867,2,1458
2520,2.5,1680
1916,2,1615
2735,2.5,1938
1561,2,1280
1577,2,1246
2859,2.5,1927
3966,3,2617
3312,3,1935
1870,2,1552
4434,3.5,2643
4853,3.5,3020
3019,3,1775
4301,3.5,2507
4239,3.5,2504
2219,2.5,1447
2108,2.5,1365
3384,3,1694
4449,3.5,2688
4215,3.5,2314
1954,2,1637
1968,2,1661
2073,2.5,1338
4421,3.5,2592
3515,3,1804
2671,2.5,1871
2550,2.5,1608
3803,3,2505
1585,2,1321
4672,3.5,2886
4728,3.5,2916
4668,3.5,2786
3052,3,1822
4677,3.5,2810
2563,2.5,1742
4574,3.5,2575
3782,3,2422
2568,2.5,1599
2212,2.5,1468
2179,2.5,1144
2922,2.5,1937
3367,3,2077
4387,3.5,2566
2386,2.5,1578
1668,2,1360
4043,3.5,2291
2501,2.5,1723
4469,3.5,2677
2501,2.5,1675
1780,2,1210
1560,2,1273
4928,3.5,3057
2709,2.5,1927
2943,2.5,2121
2944,2.5,2135
4935,3.5,3119
4784,3.5,2993
1461,2,1212
2452,2.5,1642
4315,3.5,2497
3541,3,2124
3426,3,2127
4967,3.5,3150
4019,3.5,2295
3246,3,2015
3083,3,1799
3720,3,2399
1436,2,1141
1524,2,1147
1535,2,1072
2789,2.5,1955
4949,3.5,3068
2624,2.5,1543
2874,2.5,2079
2466,2.5,1711
4803,3.5,2998
2059,2.5,1350
2531,2.5,1766
4645,3.5,2871
3047,3,1665
3457,3,2147
2569,2.5,1740
2793,2.5,1998
1961,2,1656
1592,2,1044
1716,2,917
1747,2,1425
3877,3,2561
3750,3,2426
3680,3,2366
3894,3,2492
3439,3,2071
4295,3.5,2462
3306,3,1419
4937,3.5,3048
2340,2.5,1602
2708,2.5,1902
4506,3.5,2557
4470,3.5,2696
4790,3.5,1830
1982,2,1651
2298,2.5,1547
2986,2.5,2107
2961,2.5,2150
2371,2.5,1625
3245,3,1975
3738,3,2414
1552,2,1216
1432,2,1111
2489,2.5,1717
4789,3.5,2975
4874,3.5,2481
2784,2.5,1988
1629,2,1291
2091,2.5,1374
1926,2,1593
2568,2.5,1756
1731,2,1435
2678,2.5,1730
3110,3,1849
1692,2,1398
2498,2.5,1694
3289,3,1995
4875,3.5,3057
2868,2.5,1847
1712,2,1384
4619,3.5,2844
4428,3.5,2529
4940,3.5,3115
1890,2,1536
4431,3.5,2615
2997,2.5,2147
3579,3,2271
4020,3.5,2256
2468,2.5,1596
3252,3,1981
3172,3,1836
2149,2.5,1408
2124,2.5,1368
2896,2.5,2040
4027,3.5,2196
3950,3,2541
2241,2.5,1508
2990,2.5,2089
4523,3.5,2749
3703,3,2391
2725,2.5,1793
3982,3,2614
1498,2,1208
1433,2,962
4149,3.5,2408
1628,2,1305
4402,3.5,2658
2178,2.5,1296
4955,3.5,3000
2511,2.5,1742
3237,3,1933
4191,3.5,2451
3452,3,1996
4132,3.5,2406
3957,3,2513
2088,2.5,1275
3003,3,1695
3160,3,1842
3510,3,1826
4457,3.5,2686
2971,2.5,2141
1618,2,1320
3125,3,1889
2694,2.5,1910
3254,3,1976
2883,2.5,2031
1671,2,1260
4342,3.5,2458
4987,3.5,3094
2367,2.5,1606
4472,3.5,2691
1777,2,1486
2405,2.5,1575
2726,2.5,1793
1991,2,1646
1797,2,1459
4996,3.5,3158
4309,3.5,2457
1440,2,1130
1789,2,1462
2886,2.5,2086
2636,2.5,1794
3815,3,2508
1894,2,1573
2709,2.5,1906
4892,3.5,3029
1742,2,1420
4862,3.5,2792
3768,3,2489
3704,3,2420
4645,3.5,2859
1607,2,1274
3984,3,2575
2120,2.5,1303
4578,3.5,2761
3534,3,2124
4852,3.5,3031
4519,3.5,2638
4658,3.5,2660
4018,3.5,2270
3612,3,2344
3225,3,1850
2525,2.5,1740
3123,3,1894
3255,3,2016
1771,2,1438
2210,2.5,1474
2864,2.5,2054
3982,3,2641
3549,3,2277
4485,3.5,2663
2116,2.5,1308
2872,2.5,1986
2704,2.5,1596
2842,2.5,2031
4250,3.5,2409
2704,2.5,1887
4431,3.5,2609
4383,3.5,2627
4356,3.5,2543
2633,2.5,1856
4096,3.5,1745
1842,2,1530
2940,2.5,2023
1424,2,1168
1612,2,1317
3606,3,2316
2798,2.5,1989
4732,3.5,2916
3202,3,1919
3121,3,1778
4388,3.5,2626
2451,2.5,1694
2907,2.5,2081
1888,2,1439
2137,2.5,1364
2791,2.5,1955
2274,2.5,1518
4494,3.5,2607
4822,3.5,2965
4771,3.5,2984
4229,3.5,2476
2279,2.5,1507
3193,3,1939
3396,3,2145
4152,3.5,2402
1793,2,1502
3977,3,2548
1832,2,1484
2264,2.5,1235
1969,2,1641
1870,2,1579
2196,2.5,1061
2392,2.5,1608
3340,3,2086
1898,2,1589
2912,2.5,1974
3278,3,2035
2412,2.5,1559
2097,2.5,1383
2918,2.5,2085
2880,2.5,2060
3547,3,2235
3099,3,1448
2243,2.5,1479
4230,3.5,2340
3441,3,2085
4183,3.5,2414
3393,3,2075
3597,3,2027
4465,3.5,2565
4481,3.5,2644
4438,3.5,2620
2990,2.5,2169
4926,3.5,3082
1420,2,1130
2215,2.5,1463
4660,3.5,2830
4380,3.5,2628
1582,2,1304
4597,3.5,2766
2361,2.5,1535
2148,2.5,1421
2411,2.5,1558
3235,3,1970
1577,2,1303
4926,3.5,3032
2174,2.5,1410
3120,3,1898
3071,3,1841
4705,3.5,2656
2752,2.5,1954
3418,3,1868
1508,2,1231
1514,2,1162
2114,2.5,1324
2135,2.5,1267
3384,3,2009
1786,2,1440
1547,2,1285
3304,3,1866
4422,3.5,2409
3787,3,2459
2594,2.5,1803
3755,3,2379
2065,2.5,1277
1877,2,1545
4090,3.5,2192
2099,2.5,1272
2809,2.5,1989
4698,3.5,2846
2898,2.5,2023
3517,3,2175
4685,3.5,2841
3419,3,2133
4919,3.5,3041
1908,2,1576
4579,3.5,2810
3390,3,2090
4006,3.5,2279
2977,2.5,2172
4459,3.5,2682
2795,2.5,1975
1483,2,1219
3766,3,2372
3734,3,2458
2571,2.5,1728
4486,3.5,2735
4066,3.5,2265
3817,3,2331
3380,3,2141
4767,3.5,2871
4737,3.5,2880
4975,3.5,3151
3869,3,2516
2117,2.5,1397
2190,2.5,1407
3040,3,1790
2917,2.5,1977
4967,3.5,3096
4603,3.5,2547
2941,2.5,2003
1813,2,1516
1511,2,1046
2033,2.5,1219
1601,2,1332
3645,3,2231
3374,3,2029
3765,3,2385
2238,2.5,1378
2325,2.5,1520
2594,2.5,1802
3609,3,2279
2591,2.5,1545
3743,3,2429
4708,3.5,2912
4257,3.5,2463
2495,2.5,1580
2294,2.5,1499
2909,2.5,2102
4195,3.5,2461
4368,3.5,2445
3080,3,1866
4176,3.5,2454
3500,3,2236
3594,3,2247
2237,2.5,1470
2309,2.5,1571
2669,2.5,1809
2176,2.5,1364
1492,2,1217
4622,3.5,2824
2088,2.5,1344
1618,2,1339
2915,2.5,1991
4094,3.5,2332
2238,2.5,1437
2011,2.5,1198
4059,3.5,2231
2858,2.5,2047
4653,3.5,2823
3314,3,1958
3904,3,2543
3297,3,1873
3423,3,1969
2805,2.5,1933
2057,2.5,1320
1813,2,1441
2055,2.5,1205
3571,3,2275
2784,2.5,1974
4070,3.5,2337
1701,2,1413
4324,3.5,2559
2909,2.5,2023
4099,3.5,2310
3804,3,2459
3384,3,1978
4647,3.5,2656
2061,2.5,1234
3046,3,1746
3881,3,2555
2152,2.5,1342
3240,3,1823
4966,3.5,3095
1502,2,1075
4658,3.5,2829
2331,2.5,1582
3292,3,1887
3270,3,2002
3321,3,2067
4192,3.5,2422
3856,3,2481
4914,3.5,3092
3240,3,1948
4548,3.5,2774
3002,3,1794
3299,3,1809
2369,2.5,1611
4653,3.5,2851
4989,3.5,3091
3984,3,2597
2142,2.5,1266
3133,3,1893
4449,3.5,2492
3472,3,2080
3047,3,1417
3854,3,2562
4318,3.5,2574
4871,3.5,2975
3029,3,1793
3866,3,2542
1418,2,1086
1834,2,1518
2318,2.5,1571
2678,2.5,1584
4150,3.5,2429
3209,3,1798
1919,2,1598
1914,2,1581
2528,2.5,1757
2055,2.5,1341
3084,3,1851
3304,3,2039
1735,2,1440
3017,3,1795
2110,2.5,1363
4479,3.5,2702
3615,3,2315
4400,3.5,2603
1485,2,1190
2462,2.5,1395
3226,3,1931
3157,3,1893
4480,3.5,2513
2500,2.5,1701
1511,2,1229
4478,3.5,2691
1967,2,1665
1898,2,904
1797,2,1489
3207,3,1972
2190,2.5,1006
3112,3,1631
3579,3,2287
4173,3.5,2286
2869,2.5,2071
1804,2,1461
4611,3.5,2824
2926,2.5,2109
3564,3,2270
4406,3.5,2648
3880,3,2553
3783,3,2475
2201,2.5,1175
1634,2,1356
1643,2,1314
3314,3,2036
3889,3,2544
4141,3.5,2406
2208,2.5,1397
1959,2,1622
4335,3.5,2589
3965,3,2654
4040,3.5,2264
1640,2,1345
4096,3.5,2333
1681,2,1351
3632,3,2162
2198,2.5,1432
3743,3,2429
2769,2.5,1830
2983,2.5,2101
1509,2,1228
3595,3,2226
1859,2,1456
1900,2,1594
2849,2.5,2037
2745,2.5,1762
2345,2.5,1567
2165,2.5,1440
4504,3.5,2715
2340,2.5,1564
2997,2.5,1918
3674,3,2318
4844,3.5,2769
1924,2,1468
4511,3.5,2750
4399,3.5,2609
4045,3.5,2259
1615,2,1341
1585,2,1099
4712,3.5,2867
1586,2,1253
4471,3.5,2669
4734,3.5,2501
1647,2,1308
2309,2.5,1546
2058,2.5,1300
2848,2.5,1971
2312,2.5,1508
4827,3.5,2957
1508,2,1212
3723,3,2437
3904,3,2580
3987,3,2667
2736,2.5,1921
3154,3,1916
4688,3.5,2841
4215,3.5,2211
4437,3.5,2545
2774,2.5,1980
3634,3,2337
4061,3.5,2200
2121,2.5,1397
1542,2,1237
4281,3.5,2527
3981,3,2650
4872,3.5,2759
4030,3.5,2262
4537,3.5,2747
4720,3.5,2936
4552,3.5,2751
3926,3,2597
2934,2.5,2127
2080,2.5,1352
4143,3.5,2399
3035,3,1812
4302,3.5,2535
3326,3,2032
3734,3,2086
1558,2,1227
3170,3,1933
1764,2,1475
2401,2.5,1355
2809,2.5,2023
2017,2.5,1187
3101,3,24
3308,3,2057
3160,3,1746
3765,3,2444
2761,2.5,1961
2066,2.5,1327
4404,3.5,2640
1616,2,1320
4943,3.5,2997
4024,3.5,2278
2247,2.5,1438
4318,3.5,2449
3307,3,2013
2920,2.5,2107
1662,2,1339
1874,2,1564
3543,3,2138
2025,2.5,1315
4881,3.5,2998
1665,2,1319
4737,3.5,2913
2049,2.5,1093
4185,3.5,2444
3393,3,2145
4003,3.5,2165
4600,3.5,2811
4328,3.5,2525
2204,2.5,1440
4549,3.5,2743
1778,2,1485
3539,3,2273
3797,3,2378
2107,2.5,1386
4307,3.5,2354
2853,2.5,1849
4384,3.5,2635
4925,3.5,3049
2451,2.5,1476
3563,3,2186
3551,3,2207
1860,2,1531
3383,3,2057
2279,2.5,1394
2416,2.5,1609
3846,3,2503
3607,3,2270
2588,2.5,1817
4176,3.5,2432
4702,3.5,2881
3811,3,2503
1591,2,1310
2867,2.5,2071
4793,3.5,2978
3475,3,2108
3897,3,2592
3145,3,1899
2780,2.5,1866
2476,2.5,1720
4793,3.5,3004
4368,3.5,2530
2417,2.5,1650
2666,2.5,1864
4123,3.5,2363
2614,2.5,1819
4370,3.5,2576
1790,2,1499
1432,2,1076
3118,3,1891
4101,3.5,2286
4847,3.5,3023
1657,2,1358
1449,2,1070
3547,3,2265
2566,2.5,1142
3725,3,2425
2654,2.5,1875
1808,2,1505
4807,3.5,2923
4186,3.5,2348
4055,3.5,2315
4186,3.5,2266
4955,3.5,3094
4444,3.5,2384
1650,2,1381
4440,3.5,2693
3909,3,2490
2668,2.5,1539
2317,2.5,1546
2817,2.5,1943
1854,2,1476
2785,2.5,1912
4588,3.5,2768
4987,3.5,2990
3472,3,2219
1859,2,1563
4808,3.5,2994
4744,3.5,2892
1952,2,1512
2721,2.5,1944
1793,2,1414
2204,2.5,1464
4612,3.5,2656
4703,3.5,2776
2450,2.5,1571
2139,2.5,1388
1417,2,1171
3514,3,2231
4666,3.5,2878
2958,2.5,2123
1539,2,1254
1490,2,1145
1708,2,1415
2761,2.5,1963
4373,3.5,2612
4482,3.5,2647
4329,3.5,2394
3410,3,2159
3722,3,2422
2620,2.5,1780
2624,2.5,1667
1910,2,1607
4283,3.5,2513
1516,2,1252
4699,3.5,2894
1865,2,1569
3537,3,2222
2315,2.5,1552
2630,2.5,1824
4794,3.5,2968
1813,2,1452
1669,2,1373
2453,2.5,1653
3128,3,1741
4346,3.5,2526
2397,2.5,1645
1530,2,1271
1708,2,1422
4191,3.5,2449
1852,2,1349
2171,2.5,1406
1608,2,1288
2000,2,1343
2656,2.5,1862
4490,3.5,2726
4682,3.5,2796
3230,3,1992
2235,2.5,1385
4470,3.5,2673
2235,2.5,1470
3097,3,1709
1771,2,1371
3132,3,1854
3381,3,2044
2598,2.5,1814
3727,3,2379
2010,2.5,1291
3512,3,2220
2064,2.5,1271
1708,2,1427
1961,2,1649
3506,3,2234
1932,2,1595
4372,3.5,2618
2419,2.5,1596
4517,3.5,2662
4564,3.5,2719
3459,3,2193
1575,2,1264
1757,2,1455
3578,3,2210
2813,2.5,1971
2027,2.5,1313
4764,3.5,2972
1499,2,1229
2990,2.5,2041
4187,3.5,2437
3816,3,2522
4159,3.5,2383
1636,2,1326
3259,3,1954
4478,3.5,2704
1779,2,1456
4773,3.5,2993
3081,3,1818
4193,3.5,2330
3514,3,2197
2930,2.5,2128
2070,2.5,1334
2392,2.5,1535
1672,2,1111
4211,3.5,2478
4299,3.5,2521
4468,3.5,2663
2055,2.5,1320
1933,2,1428
4413,3.5,2560
2822,2.5,1849
4530,3.5,2771
2320,2.5,1395
2862,2.5,1807
2930,2.5,1988
4860,3.5,2861
2320,2.5,1526
4541,3.5,2751
3972,3,2635
3281,3,2005
3711,3,2347
1762,2,1411
3531,3,2103
2010,2.5,1173
3354,3,2052
3295,3,2045
2010,2.5,1277
3312,3,1929
1864,2,1553
4889,3.5,3010
3477,3,2149
1577,2,1278
2445,2.5,1537
3840,3,2524
4562,3.5,2785
4484,3.5,2714
1876,2,1576
1827,2,1387
2605,2.5,1814
1743,2,1422
3613,3,2126
3761,3,2205
4302,3.5,2416
1999,2,1691
2561,2.5,1769
3206,3,1920
1683,2,1252
3478,3,2212
3728,3,2291
4398,3.5,2641
2680,2.5,1816
2468,2.5,1648
3836,3,2519
1469,2,1089
3859,3,2516
1423,2,1165
4511,3.5,2587
3755,3,2467
2982,2.5,1817
2601,2.5,1756
1448,2,1120
1584,2,1270
4701,3.5,2905
1834,2,1501
1656,2,1288
3822,3,2315
2819,2.5,1980
2631,2.5,1788
4699,3.5,2882
2779,2.5,1891
3062,3,1845
1664,2,1229
3134,3,1681
1761,2,1469
3836,3,2362
1466,2,1212
1970,2,1378
4148,3.5,2407
2793,2.5,1242
4381,3.5,2414
3223,3,1979
4611,3.5,2843
1964,2,1335
1517,2,1200
2790,2.5,1918
3394,3,2123
3111,3,1880
1843,2,1499
4212,3.5,2316
3623,3,2356
1502,2,1141
4079,3.5,2365
4525,3.5,2747
3757,3,2450
1706,2,1392
3309,3,1928
2203,2.5,1353
2367,2.5,1547
4052,3.5,2225
4163,3.5,2330
3478,3,2149
4631,3.5,2795
2038,2.5,1271
4437,3.5,2638
2249,2.5,1461
3585,3,2295
4753,3.5,2715
3270,3,1927
3615,3,2348
2468,2.5,1651
4216,3.5,2418
1653,2,1381
2518,2.5,1496
3347,3,2098
3106,3,1750
2919,2.5,2093
2788,2.5,1996
3247,3,1995
1630,2,1307
4020,3.5,2220
2369,2.5,1413
4834,3.5,3015
4990,3.5,3165
2902,2.5,2068
3565,3,2215
4658,3.5,2875
1491,2,1222
3196,3,1967
4792,3.5,2777
4420,3.5,2646
3335,3,2018
3945,3,2640
2109,2.5,1375
1956,2,1466
2798,2.5,1919
4478,3.5,2706
3809,3,2492
4961,3.5,2950
1535,2,982
2918,2.5,2107
2866,2.5,1819
1706,2,1077
4781,3.5,2982
2084,2.5,1173
4365,3.5,2592
4148,3.5,2389
4939,3.5,3068
2746,2.5,1811
2141,2.5,1395
4127,3.5,2393
2978,2.5,2136
4349,3.5,2601
2670,2.5,1752
3497,3,2234
2063,2.5,1330
4136,3.5,2402
1488,2,1225
3799,3,2491
4682,3.5,2864
4283,3.5,2466
4928,3.5,3128
4389,3.5,2582
3396,3,1923
4226,3.5,2466
1647,2,1250
4707,3.5,2814
3972,3,2602
2756,2.5,1950
3417,3,2100
3781,3,2465
3168,3,1838
1975,2,1660
4320,3.5,2532
3375,3,2010
2652,2.5,1851
2162,2.5,1412
4111,3.5,2379
2078,2.5,1347
2539,2.5,1762
2056,2.5,1209
3725,3,2402
3927,3,2622
4994,3.5,3186
2863,2.5,1936
2768,2.5,1904
1613,2,1305
2312,2.5,1438
1656,2,1375
4823,3.5,2964
4269,3.5,2509
3308,3,1976
4781,3.5,2924
4579,3.5,2785
3032,3,1800
4483,3.5,2704
4611,3.5,2771
2079,2.5,1259
3289,3,2037
4618,3.5,2835
4545,3.5,2734
4524,3.5,2677
2346,2.5,1534
1840,2,1374
4456,3.5,2675
3544,3,2185
2015,2.5,1297
1868,2,1537
3412,3,2138
2205,2.5,1472
4207,3.5,2417
4971,3.5,3162
3916,3,2552
2357,2.5,1496
2722,2.5,1216
4752,3.5,2921
3768,3,2438
3483,3,2201
4687,3.5,2843
1825,2,1492
2335,2.5,1583
2740,2.5,1936
3619,3,2335
3989,3,2442
1845,2,1537
2452,2.5,1629
3201,3,0
2179,2.5,1395
3472,3,2177
2961,2.5,1861
2419,2.5,1536
3681,3,2335
2354,2.5,1566
3582,3,2308
3623,3,2339
3224,3,1976
4246,3.5,2489
2645,2.5,1840
4398,3.5,2620
2903,2.5,2064
4247,3.5,2418
3845,3,2534
2332,2.5,1556
4288,3.5,2538
1910,2,1602
4875,3.5,3068
4140,3.5,2416
3142,3,1897
2734,2.5,1826
3776,3,2266
2282,2.5,1278
2283,2.5,1246
3784,3,2367
4629,3.5,2782
2813,2.5,1987
2217,2.5,1361
3978,3,2661
4701,3.5,2900
4272,3.5,2523
3070,3,1828
2763,2.5,1934
4501,3.5,2690
3168,3,1803
3836,3,2530
2477,2.5,1718
3465,3,2187
1644,2,1352
3171,3,1931
1919,2,1585
2960,2.5,2016
3275,3,2027
3810,3,2483
2744,2.5,1890
1987,2,1686
4367,3.5,2607
2305,2.5,1562
3609,3,2317
3395,3,1981
1436,2,1153
2345,2.5,1404
3058,3,1786
4328,3.5,2461
3223,3,1992
4638,3.5,2868
2037,2.5,1296
2135,2.5,1397
3710,3,2344
2582,2.5,1809
1910,2,1543
4811,3.5,2991
4424,3.5,2632
4820,3.5,2972
3869,3,2373
4212,3.5,2468
3043,3,1770
3425,3,2119
2596,2.5,1803
3865,3,2333
4941,3.5,3076
2587,2.5,1767
2491,2.5,1730
2580,2.5,1727
4581,3.5,2794
3419,3,1790
2166,2.5,1317
1614,2,1335
4560,3.5,2757
3575,3,2230
1634,2,1061
2292,2.5,1460
4762,3.5,2962
2020,2.5,1283
3175,3,1949
2284,2.5,1519
4653,3.5,2875
